year,region_name,type_name,region_rolled_up,type_rolled_up,transaction_count,nominal_median_price,nominal_mean_price,real_median_price,cpih_index
2019,East Midlands,Flat / Maisonette,0,0,4454,115000,130294,147217,107.8
2019,East Midlands,Semi-detached,0,0,25357,177500,188205,227226,107.8
2019,East Midlands,Terraced,0,0,17588,147500,156947,188822,107.8
2019,East of England,Detached,0,0,29922,390000,458464,499258,107.8
2019,East of England,Flat / Maisonette,0,0,14400,197500,218105,252829,107.8
2019,East of England,Semi-detached,0,0,26311,290000,319701,371243,107.8
2019,East of England,Terraced,0,0,23927,255000,275475,326438,107.8
2019,London,Detached,0,0,4026,765000,1062147,979314,107.8
2019,London,Flat / Maisonette,0,0,44708,428500,558629,548544,107.8
2019,London,Semi-detached,0,0,12540,525000,653385,672078,107.8
2019,London,Terraced,0,0,22532,490000,677321,627273,107.8
2019,North East,Detached,0,0,9559,245000,270042,313636,107.8
2019,North East,Flat / Maisonette,0,0,3373,93500,110226,119694,107.8
2019,North East,Semi-detached,0,0,13166,138000,150972,176660,107.8
2019,North East,Terraced,0,0,11616,100000,120010,128015,107.8
2019,North West,Detached,0,0,24473,280000,328639,358442,107.8
2019,North West,Flat / Maisonette,0,0,13267,127950,148405,163795,107.8
2019,North West,Semi-detached,0,0,38462,171000,192749,218905,107.8
2019,North West,Terraced,0,0,33555,118500,135060,151698,107.8
2019,South East,Detached,0,0,38959,495000,589183,633673,107.8
2019,South East,Flat / Maisonette,0,0,28664,210000,232797,268831,107.8
2019,South East,Semi-detached,0,0,36180,335000,364636,428850,107.8
2019,South East,Terraced,0,0,33894,278000,304577,355881,107.8
2019,South West,Detached,0,0,28814,365000,418916,467254,107.8
2019,South West,Flat / Maisonette,0,0,16035,166000,201862,212505,107.8
2019,South West,Semi-detached,0,0,23366,247972,270562,317442,107.8
2019,South West,Terraced,0,0,26114,212500,236509,272032,107.8
2019,Wales,Detached,0,0,13988,249950,272735,319973,107.8
2019,Wales,Flat / Maisonette,0,0,3480,125748,142168,160975,107.8
2019,Wales,Semi-detached,0,0,13610,155500,170637,199063,107.8
2019,Wales,Terraced,0,0,14810,121500,135891,155538,107.8
2019,West Midlands,Detached,0,0,22593,315000,355513,403247,107.8
2019,West Midlands,Flat / Maisonette,0,0,9100,130000,151686,166419,107.8
2019,West Midlands,Semi-detached,0,0,28044,187500,204531,240028,107.8
2019,West Midlands,Terraced,0,0,21528,155000,170362,198423,107.8
2019,Yorkshire and The Humber,Detached,0,0,20540,275000,311707,352041,107.8
2019,Yorkshire and The Humber,Flat / Maisonette,0,0,7155,122500,142991,156818,107.8
2019,Yorkshire and The Humber,Semi-detached,0,0,30067,160000,176999,204824,107.8
2019,Yorkshire and The Humber,Terraced,0,0,24424,125000,142934,160019,107.8
2019,East Midlands,All types,0,1,75583,195000,223794,249629,107.8
2019,East of England,All types,0,1,94560,289995,336948,371237,107.8
2019,London,All types,0,1,83806,475000,628908,608071,107.8
2019,North East,All types,0,1,37714,142500,167971,182421,107.8
2019,North West,All types,0,1,109757,167500,200052,214425,107.8
2019,South East,All types,0,1,137697,325000,385940,416048,107.8
2019,South West,All types,0,1,94329,253800,294773,324902,107.8
2019,Wales,All types,0,1,45888,163000,188387,208664,107.8
2019,West Midlands,All types,0,1,81265,195000,231538,249629,107.8
2019,Yorkshire and The Humber,All types,0,1,82186,165000,197581,211224,107.8
2019,All regions,Detached,1,0,221122,339950,410284,435186,107.8
2019,All regions,Flat / Maisonette,1,0,144700,213000,303098,272672,107.8
2019,All regions,Semi-detached,1,0,247125,214000,257676,273952,107.8
2019,All regions,Terraced,1,0,230008,185000,244412,236827,107.8
2019,All regions,All types,1,1,842955,239995,301886,307229,107.8
2020,East Midlands,Detached,0,0,26608,295000,329417,373829,108.9
2020,East Midlands,Flat / Maisonette,0,0,3480,120000,134774,152066,108.9
2020,East Midlands,Semi-detached,0,0,22029,185000,198573,234435,108.9
2020,East Midlands,Terraced,0,0,14376,155000,166269,196419,108.9
2020,East of England,Detached,0,0,29716,412500,479573,522727,108.9
2020,East of England,Flat / Maisonette,0,0,11299,200000,221634,253444,108.9
2020,East of England,Semi-detached,0,0,24554,300000,336063,380165,108.9
2020,East of England,Terraced,0,0,20721,265000,289624,335813,108.9
2020,London,Detached,0,0,4068,800000,1137153,1013774,108.9
2020,London,Flat / Maisonette,0,0,40948,446250,576738,565496,108.9
2020,London,Semi-detached,0,0,11875,550000,693060,696970,108.9
2020,London,Terraced,0,0,21044,525000,730899,665289,108.9
2020,North East,Detached,0,0,9309,250000,283522,316804,108.9
2020,North East,Flat / Maisonette,0,0,2946,90000,110032,114050,108.9
2020,North East,Semi-detached,0,0,11487,144000,157326,182479,108.9
2020,North East,Terraced,0,0,10563,105000,125352,133058,108.9
2020,North West,Detached,0,0,23500,295000,346803,373829,108.9
2020,North West,Flat / Maisonette,0,0,10873,140000,168822,177410,108.9
2020,North West,Semi-detached,0,0,34174,180000,204237,228099,108.9
2020,North West,Terraced,0,0,28754,125000,144342,158402,108.9
2020,South East,Detached,0,0,39454,520000,627416,658953,108.9
2020,South East,Flat / Maisonette,0,0,23217,211500,236438,268017,108.9
2020,South East,Semi-detached,0,0,34181,350000,383287,443526,108.9
2020,South East,Terraced,0,0,30309,287500,318242,364325,108.9
2020,South West,Detached,0,0,28584,383000,448077,485344,108.9
2020,South West,Flat / Maisonette,0,0,12938,175000,212276,221763,108.9
2020,South West,Semi-detached,0,0,20809,260000,285875,329477,108.9
2020,South West,Terraced,0,0,22624,222995,251609,282583,108.9
2020,Wales,Detached,0,0,11921,260000,291001,329477,108.9
2020,Wales,Flat / Maisonette,0,0,2437,126950,142822,160873,108.9
2020,Wales,Semi-detached,0,0,11025,165000,180544,209091,108.9
2020,Wales,Terraced,0,0,11662,126000,142057,159669,108.9
2020,West Midlands,Detached,0,0,21013,329995,376134,418175,108.9
2020,West Midlands,Flat / Maisonette,0,0,7248,132994,154425,168532,108.9
2020,West Midlands,Semi-detached,0,0,23898,200000,217660,253444,108.9
2020,West Midlands,Terraced,0,0,17284,164000,179893,207824,108.9
2020,Yorkshire and The Humber,Detached,0,0,19096,290000,330802,367493,108.9
2020,Yorkshire and The Humber,Flat / Maisonette,0,0,5886,125000,144834,158402,108.9
2020,Yorkshire and The Humber,Semi-detached,0,0,25805,168500,188165,213526,108.9
2020,Yorkshire and The Humber,Terraced,0,0,21049,130000,150869,164738,108.9
2020,East Midlands,All types,0,1,66493,210000,240609,266116,108.9
2020,East of England,All types,0,1,86290,309000,359349,391570,108.9
2020,London,All types,0,1,77935,497750,665341,630758,108.9
2020,North East,All types,0,1,34305,150000,177664,190083,108.9
2020,North West,All types,0,1,97301,180000,217012,228099,108.9
2020,South East,All types,0,1,127161,347000,416717,439725,108.9
2020,South West,All types,0,1,84955,272500,320116,345317,108.9
2020,Wales,All types,0,1,37045,173000,201491,219229,108.9
2020,West Midlands,All types,0,1,69443,213000,249613,269917,108.9
2020,Yorkshire and The Humber,All types,0,1,71836,175000,211603,221763,108.9
2020,All regions,Detached,1,0,213333,360000,439287,456198,108.9
2020,All regions,Flat / Maisonette,1,0,121325,230000,324159,291460,108.9
2020,All regions,Semi-detached,1,0,219852,228000,276296,288926,108.9
2020,All regions,Terraced,1,0,198408,197000,264765,249642,108.9
2020,All regions,All types,1,1,752918,257500,327152,326309,108.9
2021,East Midlands,Detached,0,0,38183,315000,353260,389516,111.6
2021,East Midlands,Flat / Maisonette,0,0,4892,126998,144138,157040,111.6
2021,East Midlands,Semi-detached,0,0,30451,202000,214828,249785,111.6
2021,East Midlands,Terraced,0,0,20028,170000,182634,210215,111.6
2021,East of England,Detached,0,0,43460,435000,515324,537903,111.6
2021,East of England,Flat / Maisonette,0,0,17274,207500,229298,256586,111.6
2021,East of England,Semi-detached,0,0,36244,320000,356307,395699,111.6
2021,East of England,Terraced,0,0,31634,284000,308745,351183,111.6
2021,London,Detached,0,0,5977,850000,1210461,1051075,111.6
2021,London,Flat / Maisonette,0,0,59243,440000,550678,544086,111.6
2021,London,Semi-detached,0,0,17789,580000,737724,717204,111.6
2021,London,Terraced,0,0,32741,550000,753127,680108,111.6
2021,North East,Detached,0,0,12296,267950,306636,331336,111.6
2021,North East,Flat / Maisonette,0,0,4331,99000,120143,122419,111.6
2021,North East,Semi-detached,0,0,16009,151000,167596,186720,111.6
2021,North East,Terraced,0,0,15004,112500,133912,139113,111.6
2021,North West,Detached,0,0,31926,323000,381495,399409,111.6
2021,North West,Flat / Maisonette,0,0,15339,150000,178155,185484,111.6
2021,North West,Semi-detached,0,0,46707,195000,222870,241129,111.6
2021,North West,Terraced,0,0,40385,140000,160787,173118,111.6
2021,South East,Detached,0,0,57350,557500,674399,689382,111.6
2021,South East,Flat / Maisonette,0,0,37141,224000,249926,276989,111.6
2021,South East,Semi-detached,0,0,50057,370000,406710,457527,111.6
2021,South East,Terraced,0,0,47596,306000,338464,378387,111.6
2021,South West,Detached,0,0,39988,415000,488494,513172,111.6
2021,South West,Flat / Maisonette,0,0,20695,185000,224865,228763,111.6
2021,South West,Semi-detached,0,0,29168,275000,305092,340054,111.6
2021,South West,Terraced,0,0,33450,240000,274513,296774,111.6
2021,Wales,Detached,0,0,17607,291995,326432,361069,111.6
2021,Wales,Flat / Maisonette,0,0,3726,133000,151967,164462,111.6
2021,Wales,Semi-detached,0,0,15738,179950,197789,222519,111.6
2021,Wales,Terraced,0,0,17240,139000,157635,171882,111.6
2021,West Midlands,Detached,0,0,29667,353000,406843,436505,111.6
2021,West Midlands,Flat / Maisonette,0,0,9714,135000,159612,166935,111.6
2021,West Midlands,Semi-detached,0,0,33628,218000,234558,269570,111.6
2021,West Midlands,Terraced,0,0,24736,179000,197272,221344,111.6
2021,Yorkshire and The Humber,Detached,0,0,26229,315000,361814,389516,111.6
2021,Yorkshire and The Humber,Flat / Maisonette,0,0,8297,127495,151747,157655,111.6
2021,Yorkshire and The Humber,Semi-detached,0,0,35199,181000,202871,223817,111.6
2021,Yorkshire and The Humber,Terraced,0,0,29194,141500,165034,174973,111.6
2021,East Midlands,All types,0,1,93554,228995,260739,283166,111.6
2021,East of England,All types,0,1,128612,325000,381284,401882,111.6
2021,London,All types,0,1,115750,510000,670758,630645,111.6
2021,North East,All types,0,1,47640,156250,188560,193212,111.6
2021,North West,All types,0,1,134357,195000,236797,241129,111.6
2021,South East,All types,0,1,192144,365000,439397,451344,111.6
2021,South West,All types,0,1,123301,289995,342810,358596,111.6
2021,Wales,All types,0,1,54311,189995,223604,234940,111.6
2021,West Midlands,All types,0,1,97745,230000,269965,284409,111.6
2021,Yorkshire and The Humber,All types,0,1,98919,190000,229561,234946,111.6
2021,All regions,Detached,1,0,302782,389950,477722,482196,111.6
2021,All regions,Flat / Maisonette,1,0,180728,237500,320257,293683,111.6
2021,All regions,Semi-detached,1,0,311015,248000,299282,306667,111.6
2021,All regions,Terraced,1,0,292030,220000,288664,272043,111.6
2021,All regions,All types,1,1,1086555,276000,349642,341290,111.6
2022,East Midlands,Detached,0,0,29735,343500,382696,393386,120.5
2022,East Midlands,Flat / Maisonette,0,0,5614,135000,149726,154606,120.5
2022,East Midlands,Semi-detached,0,0,26915,225000,235163,257676,120.5
2022,East Midlands,Terraced,0,0,18154,185000,196507,211867,120.5
2022,East of England,Detached,0,0,33091,475000,562895,543983,120.5
2022,East of England,Flat / Maisonette,0,0,18176,224995,242248,257671,120.5
2022,East of England,Semi-detached,0,0,28686,349995,383392,400824,120.5
2022,East of England,Terraced,0,0,25218,305000,329485,349295,120.5
2022,London,Detached,0,0,4601,945000,1382019,1082241,120.5
2022,London,Flat / Maisonette,0,0,55462,450000,587666,515353,120.5
2022,London,Semi-detached,0,0,13773,632000,809563,723784,120.5
2022,London,Terraced,0,0,25645,600000,850677,687137,120.5
2022,North East,Detached,0,0,10223,288995,328554,330965,120.5
2022,North East,Flat / Maisonette,0,0,4409,100000,122226,114523,120.5
2022,North East,Semi-detached,0,0,14230,161500,177831,184954,120.5
2022,North East,Terraced,0,0,13699,117500,139697,134564,120.5
2022,North West,Detached,0,0,24667,349995,411841,400824,120.5
2022,North West,Flat / Maisonette,0,0,14747,148000,177980,169494,120.5
2022,North West,Semi-detached,0,0,39423,217000,241117,248515,120.5
2022,North West,Terraced,0,0,35418,149500,170086,171212,120.5
2022,South East,Detached,0,0,42490,605000,741385,692863,120.5
2022,South East,Flat / Maisonette,0,0,35890,230000,258057,263402,120.5
2022,South East,Semi-detached,0,0,38912,405000,445064,463817,120.5
2022,South East,Terraced,0,0,36679,335000,368200,383651,120.5
2022,South West,Detached,0,0,29174,455000,543593,521079,120.5
2022,South West,Flat / Maisonette,0,0,19540,190000,228264,217593,120.5
2022,South West,Semi-detached,0,0,23679,310000,339404,355021,120.5
2022,South West,Terraced,0,0,26653,265000,299073,303485,120.5
2022,Wales,Detached,0,0,13663,325000,360542,372199,120.5
2022,Wales,Flat / Maisonette,0,0,3989,142500,155748,163195,120.5
2022,Wales,Semi-detached,0,0,13639,200000,219592,229046,120.5
2022,Wales,Terraced,0,0,15827,151000,173052,172929,120.5
2022,West Midlands,Detached,0,0,22174,380000,440208,435187,120.5
2022,West Midlands,Flat / Maisonette,0,0,10618,140000,164491,160332,120.5
2022,West Midlands,Semi-detached,0,0,28168,238950,254814,273652,120.5
2022,West Midlands,Terraced,0,0,21505,193000,210353,221029,120.5
2022,Yorkshire and The Humber,Detached,0,0,20478,333416,385860,381838,120.5
2022,Yorkshire and The Humber,Flat / Maisonette,0,0,8099,135000,161262,154606,120.5
2022,Yorkshire and The Humber,Semi-detached,0,0,30341,195000,217192,223320,120.5
2022,Yorkshire and The Humber,Terraced,0,0,25945,150000,171867,171784,120.5
2022,East Midlands,All types,0,1,80418,245000,275023,280581,120.5
2022,East of England,All types,0,1,105171,345000,402552,395104,120.5
2022,London,All types,0,1,99481,525000,722927,601245,120.5
2022,North East,All types,0,1,42561,161995,196000,185521,120.5
2022,North West,All types,0,1,114255,208995,247807,239347,120.5
2022,South East,All types,0,1,153971,385000,464936,440913,120.5
2022,South West,All types,0,1,99046,310000,366769,355021,120.5
2022,Wales,All types,0,1,47118,200000,239426,229046,120.5
2022,West Midlands,All types,0,1,82465,240000,281440,274855,120.5
2022,Yorkshire and The Humber,All types,0,1,84863,200000,238698,229046,120.5
2022,All regions,Detached,1,0,230340,420000,520379,480996,120.5
2022,All regions,Flat / Maisonette,1,0,176576,241000,330755,276000,120.5
2022,All regions,Semi-detached,1,0,257771,265000,320565,303485,120.5
2022,All regions,Terraced,1,0,244751,230000,305740,263402,120.5
2022,All regions,All types,1,1,909438,290000,369162,332116,120.5
2023,East Midlands,Detached,0,0,23042,345000,385236,370218,128.6
2023,East Midlands,Flat / Maisonette,0,0,4229,135000,152180,144868,128.6
2023,East Midlands,Semi-detached,0,0,21079,225000,235004,241446,128.6
2023,East Midlands,Terraced,0,0,13747,185000,196244,198523,128.6
2023,East of England,Detached,0,0,24507,470000,557396,504355,128.6
2023,East of England,Flat / Maisonette,0,0,12797,220000,240715,236081,128.6
2023,East of England,Semi-detached,0,0,22140,345000,381015,370218,128.6
2023,East of England,Terraced,0,0,18633,300000,326196,321928,128.6
2023,London,Detached,0,0,3610,935000,1346422,1003344,128.6
2023,London,Flat / Maisonette,0,0,42379,450000,621455,482893,128.6
2023,London,Semi-detached,0,0,10701,625000,830059,670684,128.6
2023,London,Terraced,0,0,19609,585000,827392,627760,128.6
2023,North East,Detached,0,0,8341,293995,330109,315485,128.6
2023,North East,Flat / Maisonette,0,0,3646,104958,121352,112629,128.6
2023,North East,Semi-detached,0,0,12111,165000,182376,177061,128.6
2023,North East,Terraced,0,0,11186,120000,143070,128771,128.6
2023,North West,Detached,0,0,19663,359995,419677,386309,128.6
2023,North West,Flat / Maisonette,0,0,11973,145000,171942,155599,128.6
2023,North West,Semi-detached,0,0,31334,220000,242635,236081,128.6
2023,North West,Terraced,0,0,28311,150000,171103,160964,128.6
2023,South East,Detached,0,0,31642,600000,734397,643857,128.6
2023,South East,Flat / Maisonette,0,0,26533,230000,256350,246812,128.6
2023,South East,Semi-detached,0,0,29985,400000,438879,429238,128.6
2023,South East,Terraced,0,0,27695,327000,361463,350902,128.6
2023,South West,Detached,0,0,23418,460000,542365,493624,128.6
2023,South West,Flat / Maisonette,0,0,14311,190000,230047,203888,128.6
2023,South West,Semi-detached,0,0,19504,306000,338080,328367,128.6
2023,South West,Terraced,0,0,21470,265000,295185,284370,128.6
2023,Wales,Detached,0,0,10199,325000,359727,348756,128.6
2023,Wales,Flat / Maisonette,0,0,3075,140000,155247,150233,128.6
2023,Wales,Semi-detached,0,0,11055,200000,221153,214619,128.6
2023,Wales,Terraced,0,0,12289,152500,171315,163647,128.6
2023,West Midlands,Detached,0,0,17387,390000,445583,418507,128.6
2023,West Midlands,Flat / Maisonette,0,0,7733,140000,163407,150233,128.6
2023,West Midlands,Semi-detached,0,0,22901,240000,256000,257543,128.6
2023,West Midlands,Terraced,0,0,16988,193000,209356,207107,128.6
2023,Yorkshire and The Humber,Detached,0,0,16195,344950,395158,370164,128.6
2023,Yorkshire and The Humber,Flat / Maisonette,0,0,6294,137000,164238,147014,128.6
2023,Yorkshire and The Humber,Semi-detached,0,0,24991,200000,221809,214619,128.6
2023,Yorkshire and The Humber,Terraced,0,0,20885,150000,172960,160964,128.6
2023,East Midlands,All types,0,1,62097,245000,276529,262908,128.6
2023,East of England,All types,0,1,78077,345000,400300,370218,128.6
2023,London,All types,0,1,76299,525000,737939,563375,128.6
2023,North East,All types,0,1,35284,165000,198533,177061,128.6
2023,North West,All types,0,1,91281,210000,249313,225350,128.6
2023,South East,All types,0,1,115855,380000,459281,407776,128.6
2023,South West,All types,0,1,78703,310000,367519,332659,128.6
2023,Wales,All types,0,1,36618,200000,237489,214619,128.6
2023,West Midlands,All types,0,1,65009,243000,283502,260762,128.6
2023,Yorkshire and The Humber,All types,0,1,68365,200000,242650,214619,128.6
2023,All regions,Detached,1,0,178044,420000,517733,450700,128.6
2023,All regions,Flat / Maisonette,1,0,132997,240000,341652,257543,128.6
2023,All regions,Semi-detached,1,0,205816,265000,319181,284370,128.6
2023,All regions,Terraced,1,0,190824,227000,299064,243593,128.6
2023,All regions,All types,1,1,707681,286500,367933,307442,128.6
2024,East Midlands,Detached,0,0,26041,345000,382352,358239,132.9
2024,East Midlands,Flat / Maisonette,0,0,3753,136500,151737,141738,132.9
2024,East Midlands,Semi-detached,0,0,23120,227023,237363,235735,132.9
2024,East Midlands,Terraced,0,0,14107,185000,198478,192099,132.9
2024,East of England,Detached,0,0,28004,462500,548061,480248,132.9
2024,East of England,Flat / Maisonette,0,0,12370,215000,238127,223251,132.9
2024,East of England,Semi-detached,0,0,24705,340000,377058,353047,132.9
2024,East of England,Terraced,0,0,20679,300000,327022,311512,132.9
2024,London,Detached,0,0,3942,900000,1274943,934537,132.9
2024,London,Flat / Maisonette,0,0,44613,450000,598237,467269,132.9
2024,London,Semi-detached,0,0,12452,615000,795213,638600,132.9
2024,London,Terraced,0,0,22583,592500,817940,615237,132.9
2024,North East,Detached,0,0,8997,292995,330312,304239,132.9
2024,North East,Flat / Maisonette,0,0,3431,105000,122891,109029,132.9
2024,North East,Semi-detached,0,0,12499,167000,184628,173409,132.9
2024,North East,Terraced,0,0,11701,125000,146557,129797,132.9
2024,North West,Detached,0,0,21568,360000,419484,373815,132.9
2024,North West,Flat / Maisonette,0,0,11485,150000,180673,155756,132.9
2024,North West,Semi-detached,0,0,34640,225688,249691,234348,132.9
2024,North West,Terraced,0,0,29300,157000,178084,163025,132.9
2024,South East,Detached,0,0,35491,590000,708738,612641,132.9
2024,South East,Flat / Maisonette,0,0,25771,230000,256929,238826,132.9
2024,South East,Semi-detached,0,0,33788,395000,433859,410158,132.9
2024,South East,Terraced,0,0,30582,325000,359494,337472,132.9
2024,South West,Detached,0,0,25506,449997,525282,467266,132.9
2024,South West,Flat / Maisonette,0,0,14185,191000,228884,198330,132.9
2024,South West,Semi-detached,0,0,21238,300000,332929,311512,132.9
2024,South West,Terraced,0,0,22933,260000,294030,269977,132.9
2024,Wales,Detached,0,0,11342,325000,354225,337472,132.9
2024,Wales,Flat / Maisonette,0,0,2861,144500,158270,150045,132.9
2024,Wales,Semi-detached,0,0,11885,209995,225145,218053,132.9
2024,Wales,Terraced,0,0,12571,158500,177057,164582,132.9
2024,West Midlands,Detached,0,0,19559,385000,441223,399774,132.9
2024,West Midlands,Flat / Maisonette,0,0,7683,140000,162499,145372,132.9
2024,West Midlands,Semi-detached,0,0,24907,245000,260348,254402,132.9
2024,West Midlands,Terraced,0,0,18066,200000,214590,207675,132.9
2024,Yorkshire and The Humber,Detached,0,0,18123,340000,390419,353047,132.9
2024,Yorkshire and The Humber,Flat / Maisonette,0,0,6431,140000,166875,145372,132.9
2024,Yorkshire and The Humber,Semi-detached,0,0,27118,205000,227301,212867,132.9
2024,Yorkshire and The Humber,Terraced,0,0,21316,155000,178881,160948,132.9
2024,East Midlands,All types,0,1,67021,248853,280719,258403,132.9
2024,East of England,All types,0,1,85758,345000,400793,358239,132.9
2024,London,All types,0,1,83590,530000,718848,550339,132.9
2024,North East,All types,0,1,36628,170000,202468,176524,132.9
2024,North West,All types,0,1,96993,220000,257644,228442,132.9
2024,South East,All types,0,1,125632,380000,457116,394582,132.9
2024,South West,All types,0,1,83862,310000,363196,321896,132.9
2024,Wales,All types,0,1,38659,210000,242429,218059,132.9
2024,West Midlands,All types,0,1,70215,249999,288252,259593,132.9
2024,Yorkshire and The Humber,All types,0,1,72988,210000,248338,218059,132.9
2024,All regions,Detached,1,0,198636,415000,506736,430926,132.9
2024,All regions,Flat / Maisonette,1,0,132648,245000,342001,254402,132.9
2024,All regions,Semi-detached,1,0,226380,269500,321254,279842,132.9
2024,All regions,Terraced,1,0,203853,235000,307205,244018,132.9
2024,All regions,All types,1,1,761517,290000,369489,301129,132.9
2025,East Midlands,Detached,0,0,24896,345000,385844,345000,138.0
2025,East Midlands,Flat / Maisonette,0,0,3543,130000,143539,130000,138.0
2025,East Midlands,Semi-detached,0,0,22844,230000,243136,230000,138.0
2025,East Midlands,Terraced,0,0,14453,190000,201461,190000,138.0
2025,East of England,Detached,0,0,26994,470000,556039,470000,138.0
2025,East of England,Flat / Maisonette,0,0,11539,212000,231535,212000,138.0
2025,East of England,Semi-detached,0,0,24747,350000,385517,350000,138.0
2025,East of England,Terraced,0,0,21693,310000,331090,310000,138.0
2025,London,Detached,0,0,3783,900000,1292412,900000,138.0
2025,London,Flat / Maisonette,0,0,40214,440000,546257,440000,138.0
2025,London,Semi-detached,0,0,12364,625000,788462,625000,138.0
2025,London,Terraced,0,0,22518,590000,795382,590000,138.0
2025,North East,Detached,0,0,7983,299999,336512,299999,138.0
2025,North East,Flat / Maisonette,0,0,3113,105000,125232,105000,138.0
2025,North East,Semi-detached,0,0,12248,173500,193052,173500,138.0
2025,North East,Terraced,0,0,11172,128065,153260,128065,138.0
2025,North West,Detached,0,0,20478,370000,431843,370000,138.0
2025,North West,Flat / Maisonette,0,0,10501,150000,176042,150000,138.0
2025,North West,Semi-detached,0,0,34247,235000,259377,235000,138.0
2025,North West,Terraced,0,0,29417,165000,187215,165000,138.0
2025,South East,Detached,0,0,34441,600000,714806,600000,138.0
2025,South East,Flat / Maisonette,0,0,23627,225000,249307,225000,138.0
2025,South East,Semi-detached,0,0,33756,400000,440039,400000,138.0
2025,South East,Terraced,0,0,31658,330000,362107,330000,138.0
2025,South West,Detached,0,0,24888,450000,520424,450000,138.0
2025,South West,Flat / Maisonette,0,0,12862,186000,219052,186000,138.0
2025,South West,Semi-detached,0,0,20644,305000,334637,305000,138.0
2025,South West,Terraced,0,0,23505,265000,295112,265000,138.0
2025,Wales,Detached,0,0,11221,328000,362496,328000,138.0
2025,Wales,Flat / Maisonette,0,0,2662,145000,161064,145000,138.0
2025,Wales,Semi-detached,0,0,11421,212500,231724,212500,138.0
2025,Wales,Terraced,0,0,12615,165000,182456,165000,138.0
2025,West Midlands,Detached,0,0,18474,392500,447490,392500,138.0
2025,West Midlands,Flat / Maisonette,0,0,6596,140000,161009,140000,138.0
2025,West Midlands,Semi-detached,0,0,24636,250000,267230,250000,138.0
2025,West Midlands,Terraced,0,0,17717,205000,232722,205000,138.0
2025,Yorkshire and The Humber,Detached,0,0,17125,350000,395755,350000,138.0
2025,Yorkshire and The Humber,Flat / Maisonette,0,0,5547,137000,161207,137000,138.0
2025,Yorkshire and The Humber,Semi-detached,0,0,25925,212500,233813,212500,138.0
2025,Yorkshire and The Humber,Terraced,0,0,21236,165000,184476,165000,138.0
2025,East Midlands,All types,0,1,65736,250000,282652,250000,138.0
2025,East of England,All types,0,1,84973,350000,404883,350000,138.0
2025,London,All types,0,1,78879,528000,691126,528000,138.0
2025,North East,All types,0,1,34516,172500,207236,172500,138.0
2025,North West,All types,0,1,94643,225000,265017,225000,138.0
2025,South East,All types,0,1,123482,385000,460201,385000,138.0
2025,South West,All types,0,1,81899,310000,361599,310000,138.0
2025,Wales,All types,0,1,37919,215000,249071,215000,138.0
2025,West Midlands,All types,0,1,67423,253000,297162,253000,138.0
2025,Yorkshire and The Humber,All types,0,1,69833,215000,252755,215000,138.0
2025,All regions,Detached,1,0,190353,420000,513541,420000,138.0
2025,All regions,Flat / Maisonette,1,0,120274,240000,320110,240000,138.0
2025,All regions,Semi-detached,1,0,222854,275000,328249,275000,138.0
2025,All regions,Terraced,1,0,206016,240000,310529,240000,138.0
2025,All regions,All types,1,1,739497,295000,369685,295000,138.0
